respondent_id,Q6,Q7,Q8,Q9,Q11,Q12,Q13,Q14,Q16,Q17,Q18,Q19,Q20,Q21,song_position,song_from_response,Artist Name(s),Track Duration (ms),Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
46,yes,Russia,1–2 years,Female,Neither home nor NL,,4- Much,5 - Strongly increased,7 - Strongly agree,4,6,7 - Strongly agree,1 - Strongly Disagree,2,1,lil peep - white girl,Lil Peep,201333,61,0.588,0.698,11,-7.057,0,0.0434,0.0724,1.23e-05,0.673,0.121,109.973,4
46,yes,Russia,1–2 years,Female,Music from my home country/culture,,4- Much,5 - Strongly increased,7 - Strongly agree,4,6,7 - Strongly agree,1 - Strongly Disagree,2,2,morgenshtern - povod ,MORGENSHTERN,153250,62,0.753,0.622,1,-4.229,1,0.0662,0.0689,0.0,0.177,0.637,130.101,4
46,yes,Russia,1–2 years,Female,Music from my home country/culture,,4- Much,5 - Strongly increased,7 - Strongly agree,4,6,7 - Strongly agree,1 - Strongly Disagree,2,3,sqwoz bab - tokyo,SQWOZ BAB,160824,54,0.483,0.821,0,-5.357,1,0.0638,0.0495,0.000289,0.0821,0.312,96.972,4
47,yes,Russia,1–2 years,Female,Neither home nor NL,,3- Neutral,3- No change,6,5,5,5,1 - Strongly Disagree,1 - Strongly Disagree,1,Glory box,Portishead,308626,79,0.51,0.434,1,-10.004,1,0.0361,0.177,0.516,0.0603,0.207,119.695,4
47,yes,Russia,1–2 years,Female,Neither home nor NL,,3- Neutral,3- No change,6,5,5,5,1 - Strongly Disagree,1 - Strongly Disagree,2,Homecoming ,"Kanye West, Chris Martin",203493,83,0.67,0.747,1,-7.059,1,0.189,0.337,0.0,0.115,0.918,86.918,4
47,yes,Russia,1–2 years,Female,Music from my home country/culture,,3- Neutral,3- No change,6,5,5,5,1 - Strongly Disagree,1 - Strongly Disagree,3,Поломка,SALUKI,130906,37,0.699,0.677,11,-7.089,1,0.0755,0.00214,0.0,0.143,0.275,92.06,4
48,yes,Russia,1–2 years,Male,Neither home nor NL,,2- Slightly,1- Strongly decreased,3,1 - Strongly Disagree,4,2,1 - Strongly Disagree,3,1,Sir Chloe - Too Close,Sir Chloe,170575,63,0.42,0.558,9,-5.728,1,0.0509,0.167,0.0,0.19,0.538,165.987,4
48,yes,Russia,1–2 years,Male,Music from my home country/culture,,2- Slightly,1- Strongly decreased,3,1 - Strongly Disagree,4,2,1 - Strongly Disagree,3,2,Big Baby Tape - Supersonic ,"Big Baby Tape, Aarne",164000,57,0.883,0.854,8,-5.368,1,0.0461,0.433,0.0,0.258,0.788,120.018,4
48,yes,Russia,1–2 years,Male,Neither home nor NL,,2- Slightly,1- Strongly decreased,3,1 - Strongly Disagree,4,2,1 - Strongly Disagree,3,3,Slowthai - Deal wiv it,"Mura Masa, slowthai",177000,44,0.795,0.674,1,-5.542,1,0.164,0.00625,0.0,0.219,0.869,142.069,4
49,yes,Lithuania,1–2 years,Male,Music from my home country/culture,,2- Slightly,5 - Strongly increased,7 - Strongly agree,7 - Strongly agree,3,1 - Strongly Disagree,3,4,1,GREIČIO,Despotin Fam,287123,28,0.76,0.707,1,-5.481,1,0.378,0.251,0.0,0.129,0.844,77.01,4
49,yes,Lithuania,1–2 years,Male,Music from my home country/culture,,2- Slightly,5 - Strongly increased,7 - Strongly agree,7 - Strongly agree,3,1 - Strongly Disagree,3,4,2,Savo Zonoj,"Mir, Kaifas",154482,30,0.805,0.558,1,-10.177,1,0.226,0.399,0.0923,0.106,0.465,173.927,4
49,yes,Lithuania,1–2 years,Male,Music from my home country/culture,,2- Slightly,5 - Strongly increased,7 - Strongly agree,7 - Strongly agree,3,1 - Strongly Disagree,3,4,3,Taip Išmokė,Mir,130369,23,0.875,0.614,11,-9.5,1,0.293,0.347,0.0082,0.0892,0.608,80.979,4
50,yes,Belgium,1–2 years,Female,Neither home nor NL,,3- Neutral,5 - Strongly increased,3,4,5,3,5,5,1,Dare,"Gorillaz, Shaun Ryder, Roses Gabor",244999,83,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264,4
50,yes,Belgium,1–2 years,Female,Neither home nor NL,,3- Neutral,5 - Strongly increased,3,4,5,3,5,5,2,Softcore,The Neighbourhood,206280,86,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,4
50,yes,Belgium,1–2 years,Female,Neither home nor NL,,3- Neutral,5 - Strongly increased,3,4,5,3,5,5,3,A little death,The Neighbourhood,209706,72,0.53,0.763,6,-4.712,0,0.0332,0.0026,1.86e-06,0.105,0.338,88.013,4
51,yes,Russia,more than 2 years,Male,Music from my home country/culture,,5- Entirely,4- Slightly increased,5,7 - Strongly agree,5,4,4,5,1,Родина ,ДДТ,277666,46,0.756,0.575,7,-13.205,0,0.0382,0.077,0.0,0.112,0.722,118.89,4
51,yes,Russia,more than 2 years,Male,Neither home nor NL,,5- Entirely,4- Slightly increased,5,7 - Strongly agree,5,4,4,5,2,Natural,Imagine Dragons,189466,81,0.704,0.611,2,-6.112,1,0.041,0.217,0.0,0.0812,0.22,99.994,4
51,yes,Russia,more than 2 years,Male,Neither home nor NL,,5- Entirely,4- Slightly increased,5,7 - Strongly agree,5,4,4,5,3,Here comes the sun,The Beatles,185733,83,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.177,4
52,yes,Russia,1–2 years,Female,Neither home nor NL,,4- Much,2-Slightly decreased,5,6,4,3,3,7 - Strongly agree,1,Supergirl Reamonn,Reamonn,246066,61,0.662,0.515,6,-9.501,0,0.0296,0.136,0.011,0.0925,0.376,116.24,4
52,yes,Russia,1–2 years,Female,Neither home nor NL,,4- Much,2-Slightly decreased,5,6,4,3,3,7 - Strongly agree,2,The Sound of Believer And One,And One,262480,39,0.626,0.706,5,-7.735,0,0.0282,0.0472,0.717,0.0968,0.294,105.036,4
52,yes,Russia,1–2 years,Female,Music from my home country/culture,,4- Much,2-Slightly decreased,5,6,4,3,3,7 - Strongly agree,3,Демобилизация Сектор Газа,Сектор Газа,234146,46,0.621,0.948,11,-5.298,0,0.043,0.00108,5.63e-05,0.0797,0.75,101.973,4
53,yes,Ukraine,more than 2 years,Male,Neither home nor NL,,4- Much,1- Strongly decreased,3,1 - Strongly Disagree,3,2,2,2,1,Mockingbird Eminem,Eminem,250760,87,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,4
53,yes,Ukraine,more than 2 years,Male,Neither home nor NL,,4- Much,1- Strongly decreased,3,1 - Strongly Disagree,3,2,2,2,2,V Dobrom aj v zlom zuzana smatanova,Zuzana Smatanova,176127,37,0.315,0.758,2,-5.588,0,0.074,0.497,0.0,0.112,0.387,187.69,4
53,yes,Ukraine,more than 2 years,Male,Neither home nor NL,,4- Much,1- Strongly decreased,3,1 - Strongly Disagree,3,2,2,2,3,This is the life Amy Macdonald,Amy Macdonald,184413,79,0.628,0.882,1,-5.024,0,0.0323,0.259,0.0,0.065,0.853,95.083,4
54,yes,Finland,3–6 months,Female,Neither home nor NL,,3- Neutral,5 - Strongly increased,3,2,2,3,3,3,1,All wound up - She wants revenge,She Wants Revenge,224863,63,0.748,0.747,0,-3.62,1,0.0386,0.00131,0.000288,0.434,0.696,119.965,4
54,yes,Finland,3–6 months,Female,Neither home nor NL,,3- Neutral,5 - Strongly increased,3,2,2,3,3,3,2,Your slut - BJ lips,"BJ Lips, Mika Montag",122618,64,0.734,0.525,11,-13.658,1,0.0389,0.0122,0.0,0.338,0.627,114.018,4
54,yes,Finland,3–6 months,Female,Neither home nor NL,,3- Neutral,5 - Strongly increased,3,2,2,3,3,3,3,Love potions - BJ lips,"BJ Lips, princess paparazzi",173168,78,0.66,0.833,11,-5.837,1,0.0331,0.091,0.0,0.203,0.451,121.982,4
55,yes,Russia,more than 2 years,Male,Music from my home country/culture,,5- Entirely,5 - Strongly increased,7 - Strongly agree,5,7 - Strongly agree,5,4,2,1,Maxim Svoboda - On different sides ,Максим Свобода,174585,18,0.529,0.264,1,-8.717,0,0.0364,0.83,2e-06,0.197,0.224,134.711,4
55,yes,Russia,more than 2 years,Male,Neither home nor NL,,5- Entirely,5 - Strongly increased,7 - Strongly agree,5,7 - Strongly agree,5,4,2,2,Jungle - Keep moving ,Jungle,240880,67,0.723,0.604,10,-6.254,0,0.0319,0.179,0.000463,0.0939,0.562,111.497,4
55,yes,Russia,more than 2 years,Male,Music from my home country/culture,,5- Entirely,5 - Strongly increased,7 - Strongly agree,5,7 - Strongly agree,5,4,2,3,Amchi - Honey,AMCHI,101421,12,0.84,0.655,6,-6.528,0,0.244,0.439,0.0,0.527,0.38,96.036,4
56,yes,Russia,1–2 years,Male,Music from my home country/culture,,1- Not at all,5 - Strongly increased,1 - Strongly Disagree,1 - Strongly Disagree,2,2,2,4,1,так похуй,madk1d,108000,67,0.598,0.813,10,-4.188,0,0.169,0.00179,8.74e-05,0.128,0.764,80.008,4
56,yes,Russia,1–2 years,Male,Music from my home country/culture,,1- Not at all,5 - Strongly increased,1 - Strongly Disagree,1 - Strongly Disagree,2,2,2,4,2,ParisLove,FORTUNA 812,109870,66,0.614,0.622,0,-6.989,1,0.0425,0.00984,3.96e-05,0.171,0.187,140.061,4
56,yes,Russia,1–2 years,Male,Neither home nor NL,,1- Not at all,5 - Strongly increased,1 - Strongly Disagree,1 - Strongly Disagree,2,2,2,4,3,Oh Ok - release the files,"ian, shonci",100870,54,0.838,0.595,1,-4.65,1,0.386,0.0131,0.0,0.115,0.444,152.979,4
57,yes,Finland,less than 3 months,Male,Neither home nor NL,,5- Entirely,3- No change,3,4,4,4,4,4,1,HH,"Kojoe, Olive Oil",334213,1,0.294,0.938,10,-4.903,0,0.228,0.316,0.00057,0.491,0.41,176.248,4
57,yes,Finland,less than 3 months,Male,Neither home nor NL,,5- Entirely,3- No change,3,4,4,4,4,4,2,WW3,"poptropicaslutz!, RIZ LA VIE, grandma",152796,35,0.696,0.874,10,-3.508,1,0.044,0.0208,0.0,0.161,0.657,117.974,4
57,yes,Finland,less than 3 months,Male,Neither home nor NL,,5- Entirely,3- No change,3,4,4,4,4,4,3,I wonder ,Kanye West,243440,83,0.542,0.466,0,-8.668,1,0.0824,0.141,0.000444,0.125,0.127,191.386,4
58,yes,Taiwan,more than 2 years,Female,Neither home nor NL,,3- Neutral,5 - Strongly increased,5,5,6,6,6,6,1,The Happiest Girl ,BLACKPINK,222025,47,0.439,0.352,0,-9.632,1,0.057,0.587,0.0,0.14,0.548,181.517,3
58,yes,Taiwan,more than 2 years,Female,Neither home nor NL,,3- Neutral,5 - Strongly increased,5,5,6,6,6,6,2,Malibu Nights,LANY,286928,75,0.559,0.422,11,-11.89,1,0.195,0.701,1.99e-06,0.0853,0.191,74.002,4
58,yes,Taiwan,more than 2 years,Female,Neither home nor NL,,3- Neutral,5 - Strongly increased,5,5,6,6,6,6,3,more,keshi,183543,50,0.517,0.69,5,-5.166,1,0.0424,0.566,0.0,0.414,0.411,160.008,4
59,yes,United States of America,3–6 months,Female,Neither home nor NL,,3- Neutral,1- Strongly decreased,6,5,7 - Strongly agree,3,4,5,1,Baliando,"Enrique Iglesias, Descemer Bueno, Gente De Zona",242920,80,0.729,0.781,7,-3.501,1,0.0954,0.0461,1.97e-06,0.0389,0.961,91.019,4
59,yes,United States of America,3–6 months,Female,Neither home nor NL,,3- Neutral,1- Strongly decreased,6,5,7 - Strongly agree,3,4,5,2,Luna,The Smashing Pumpkins,202320,70,0.574,0.274,9,-13.553,1,0.0286,0.0111,0.786,0.123,0.111,125.652,4
59,yes,United States of America,3–6 months,Female,Neither home nor NL,,3- Neutral,1- Strongly decreased,6,5,7 - Strongly agree,3,4,5,3,Bara Bara Bastu,KAJ,166880,67,0.757,0.889,9,-4.729,0,0.0788,0.0754,2.32e-05,0.0397,0.754,106.037,4
60,yes,Finland,less than 3 months,Non-binary / third gender,Neither home nor NL,,3- Neutral,4- Slightly increased,5,3,4,7 - Strongly agree,4,2,1,Down Under —&gt; Luude,"Luude, Colin Hay",158774,70,0.308,0.861,11,-4.112,0,0.172,0.012,0.00103,0.277,0.0386,171.966,4
60,yes,Finland,less than 3 months,Non-binary / third gender,Neither home nor NL,,3- Neutral,4- Slightly increased,5,3,4,7 - Strongly agree,4,2,2,Pt.2 —&gt; Kanye East,Kanye West,130293,63,0.674,0.752,11,-4.073,1,0.333,0.552,0.0,0.787,0.236,145.076,4
60,yes,Finland,less than 3 months,Non-binary / third gender,Neither home nor NL,,3- Neutral,4- Slightly increased,5,3,4,7 - Strongly agree,4,2,3,Suicidal —&gt; Juice WrLd,"YNW Melly, Juice WRLD",225857,73,0.655,0.441,9,-5.245,0,0.0629,0.474,0.0,0.099,0.273,139.957,4
61,yes,Russia,1–2 years,Female,Music from my home country/culture,,5- Entirely,5 - Strongly increased,5,2,7 - Strongly agree,7 - Strongly agree,2,3,1,Baby - Face,FACE,152424,55,0.765,0.783,5,-5.276,0,0.0334,0.0669,0.0,0.239,0.686,139.923,4
61,yes,Russia,1–2 years,Female,Neither home nor NL,,5- Entirely,5 - Strongly increased,5,2,7 - Strongly agree,7 - Strongly agree,2,3,2,CHIHIRO - Billie Eilish,Billie Eilish,303440,87,0.7,0.425,7,-12.531,1,0.0529,0.144,0.879,0.083,0.521,110.015,4
61,yes,Russia,1–2 years,Female,Neither home nor NL,,5- Entirely,5 - Strongly increased,5,2,7 - Strongly agree,7 - Strongly agree,2,3,3,Only girl - Rihanna,Rihanna,235493,75,0.789,0.716,11,-4.241,0,0.0432,0.129,1.07e-05,0.069,0.611,125.906,4
62,yes,Ukraine,more than 2 years,Female,Neither home nor NL,,2- Slightly,5 - Strongly increased,7 - Strongly agree,7 - Strongly agree,4,4,7 - Strongly agree,7 - Strongly agree,1,Miss possessive,Tate McRae,139098,75,0.782,0.747,8,-4.656,1,0.0361,0.259,1.85e-05,0.1,0.325,101.992,4
62,yes,Ukraine,more than 2 years,Female,Neither home nor NL,,2- Slightly,5 - Strongly increased,7 - Strongly agree,7 - Strongly agree,4,4,7 - Strongly agree,7 - Strongly agree,2,No I'm not in love,Tate McRae,170097,59,0.753,0.748,5,-3.585,0,0.0452,0.38,0.0,0.185,0.882,105.069,4
62,yes,Ukraine,more than 2 years,Female,Neither home nor NL,,2- Slightly,5 - Strongly increased,7 - Strongly agree,7 - Strongly agree,4,4,7 - Strongly agree,7 - Strongly agree,3,Sports car,Tate McRae,165045,79,0.863,0.804,11,-3.685,0,0.0346,0.0542,0.000685,0.0946,0.874,106.986,4
63,yes,Lithuania,1–2 years,Male,Music from my home country/culture,,4- Much,5 - Strongly increased,5,5,6,4,6,4,1,Personažas - Lilas & Innomine,Lilas ir Innomine,224013,38,0.707,0.506,5,-10.063,0,0.0344,0.788,0.000281,0.101,0.205,109.993,4
63,yes,Lithuania,1–2 years,Male,Music from my home country/culture,,4- Much,5 - Strongly increased,5,5,6,4,6,4,2,Paskutinė Minutė - Mėlyna,Mėlyna,210882,37,0.583,0.459,1,-13.704,0,0.0281,0.472,0.0568,0.126,0.26,101.976,4
63,yes,Lithuania,1–2 years,Male,Music from my home country/culture,,4- Much,5 - Strongly increased,5,5,6,4,6,4,3,Impossible - SHWR,SHWR,171600,33,0.616,0.427,9,-9.104,0,0.0354,0.426,0.0,0.0883,0.246,150.145,3
64,yes,Iran,1–2 years,Male,Neither home nor NL,,2- Slightly,4- Slightly increased,7 - Strongly agree,6,4,4,6,6,1,Welcome to Japan (Strokes),The Strokes,230826,64,0.705,0.666,2,-7.23,0,0.0303,0.00233,0.0149,0.174,0.646,124.032,4
64,yes,Iran,1–2 years,Male,Music from my home country/culture,,2- Slightly,4- Slightly increased,7 - Strongly agree,6,4,4,6,6,2,Ostekhoon (127),127,192266,22,0.617,0.73,10,-7.899,0,0.0447,0.45,0.854,0.119,0.738,143.036,4
64,yes,Iran,1–2 years,Male,Music from my home country/culture,,2- Slightly,4- Slightly increased,7 - Strongly agree,6,4,4,6,6,3,Khosro-e Khooban (127),127,217826,21,0.762,0.656,5,-6.265,0,0.049,0.241,0.446,0.182,0.846,127.006,4
65,yes,Ukraine,more than 2 years,Female,Music from my home country/culture,,4- Much,3- No change,6,6,6,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,1,П.П.М.Л,Земфира,217173,0,0.497,0.723,9,-8.388,0,0.03,0.00172,0.0531,0.496,0.582,142.695,4
65,yes,Ukraine,more than 2 years,Female,Music from my home country/culture,,4- Much,3- No change,6,6,6,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,2,Yes future,Noize MC,189173,52,0.506,0.944,9,-3.067,1,0.317,0.115,0.0,0.167,0.734,129.993,4
65,yes,Ukraine,more than 2 years,Female,Music from my home country/culture,,4- Much,3- No change,6,6,6,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,3,Where is my husband ,RAYE,196795,96,0.39,0.781,8,-7.04,1,0.0918,0.0599,0.0,0.14,0.628,115.939,4
66,yes,Taiwan,1–2 years,Female,Neither home nor NL,,1- Not at all,3- No change,2,1 - Strongly Disagree,3,7 - Strongly agree,1 - Strongly Disagree,1 - Strongly Disagree,1,Dtmf,Bad Bunny,237117,93,0.625,0.131,7,-27.405,0,0.0717,0.177,0.218,0.0807,0.032,136.02,4
66,yes,Taiwan,1–2 years,Female,Neither home nor NL,,1- Not at all,3- No change,2,1 - Strongly Disagree,3,7 - Strongly agree,1 - Strongly Disagree,1 - Strongly Disagree,2,Tacones rojos ,Sebastian Yatra,189320,70,0.748,0.856,11,-3.517,0,0.0348,0.0824,0.0,0.142,0.927,123.031,4
66,yes,Taiwan,1–2 years,Female,Neither home nor NL,,1- Not at all,3- No change,2,1 - Strongly Disagree,3,7 - Strongly agree,1 - Strongly Disagree,1 - Strongly Disagree,3,Te Vi ,"Piso 21, Micro TDH",231848,79,0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,4
67,yes,Taiwan,more than 2 years,Female,Neither home nor NL,,2- Slightly,4- Slightly increased,3,3,5,5,4,3,1,50 feet,SoMo,185714,60,0.515,0.458,10,-9.854,1,0.0868,0.158,0.0,0.0919,0.117,92.988,3
67,yes,Taiwan,more than 2 years,Female,Music from my home country/culture,,2- Slightly,4- Slightly increased,3,3,5,5,4,3,2,Crush on,李浩瑋 Howard Lee,181598,43,0.475,0.522,7,-6.351,1,0.118,0.634,0.0,0.153,0.571,74.755,4
67,yes,Taiwan,more than 2 years,Female,Neither home nor NL,,2- Slightly,4- Slightly increased,3,3,5,5,4,3,3,Nokia,Drake,241023,85,0.537,0.727,5,-4.184,1,0.15,0.247,0.0,0.173,0.508,106.037,4
